sentence	start	end	text_name	words	chars
Tänään, kun hän ryhtyi siihen viina-asiaan.	464207	464250	lehtonen1910a	5	43
Tänlaista onnea saamme enää vaan sattumalta.	148180	148224	canth1886a	5	44
Tanssi.	147368	147375	jarnefelt1913a	0	7
Tapahtukoon Herran tahto.	92111	92136	jarnefelt1913a	2	25
Tapaus maalla, Suomessa.	89594	89618	jarnefelt1913a	2	24
Tapelleet olivat, natistaneet.	595402	595432	lehtonen1910a	2	30
Tapoin sen pois.	715194	715210	lehtonen1910a	2	16
Tappaako?	211263	211272	lehtonen1910a	0	9
Tappakoot.	688162	688172	lehtonen1910a	0	10
Tarinassa näet puhutaan viinasta.	750450	750483	lehtonen1910a	3	33
Tarinoimaan.	638782	638794	lehtonen1910a	0	12
Tärkeintä on Rosinasta nyt jauhojen saanti.	426512	426555	lehtonen1910a	5	43
Tarkoititte kai: yhdessä loppuun asti.	246601	246639	jarnefelt1916a	4	38
Tarvitseeko työn onnistua?	772166	772192	lehtonen1910a	2	26
Tarvitsethan, tarvitsethan sinä minua?	159058	159096	jarnefelt1913a	3	38
Tarvitsevathan ne lapset sellaisia.	584455	584490	lehtonen1910a	3	35
Tässä se on se hyvä paikka.	798140	798167	lehtonen1910a	5	27
Tauti se on.	505953	505965	lehtonen1910a	2	12
Täynnä keltaisia humalankäpyjä.	538956	538987	lehtonen1910a	2	31
Täysi pimeys.	154655	154668	jarnefelt1913a	1	13
Täytyihän herran silloin nurista.	775013	775046	lehtonen1910a	3	33
Täytyy ruveta kohta levolle.	223641	223669	canth1886a	3	28
Te ette usko meihin, neiti Kahila.	206719	206753	jarnefelt1916a	5	34
Te vissi näke uni, da?	115522	115544	jarnefelt1913a	4	22
Tee pian minkä teet.	154094	154114	jarnefelt1913a	3	20
Tehän tiedätte naiset.	12988	13010	jarnefelt1913a	2	22
Tehdä sitä pitäisi jotain.	787696	787722	lehtonen1910a	3	26
Tehkööt he nyt vuorostaan mitä voivat.	25142	25180	jarnefelt1916a	5	38
Teillä on patoja.	485453	485470	lehtonen1910a	2	17
Teki mieli vähän siistiytymäänkin.	24760	24794	lassila1910a	3	34
Temmoin ohjista minkä jaksoin joutuakseni apuun.	178327	178375	jarnefelt1916a	5	48
Tervahöyryjä kulkea jumpsuttaa.	390301	390332	lehtonen1910a	2	31
Tervan seassa.	568076	568090	lehtonen1910a	1	14
Terve tuloa Vasilj Vasiljevitsh.	103405	103437	jarnefelt1913a	3	32
Terve, sinä Putkinotko.	538988	539011	lehtonen1910a	2	23
Tiedän mitä sanotte.	204972	204992	jarnefelt1916a	2	20
Tiedän vain että he sitä ovat.	262618	262648	jarnefelt1916a	5	30
Tiedätkös sen?	495730	495744	lehtonen1910a	1	14
Tietysti Jöije ilostui Martin valasta sanomattomasti.	76176	76229	jarnefelt1916a	5	53
Tietysti omia rauenneita toiveitani.	27531	27567	jarnefelt1913a	3	36
Tietysti ovat kirkon rakentaneet jättiläiset.	79657	79702	jarnefelt1913a	4	45
Tietysti tämä kaikki oli pelkkää tekeytymistä.	32675	32721	jarnefelt1916a	5	46
Tietysti vastasit, ettet voi saapua.	157184	157220	jarnefelt1916a	4	36
Tiina Katri astui heti jäljessä.	86424	86456	canth1886a	4	32
Tiina Katri ensimmäisenä kiiruhti pihalle.	89836	89878	canth1886a	4	42
Tiina Katri heitti siihen ylenkatseellisen silmäyksen.	10061	10115	canth1886a	5	54
Tiina Katri juoksi.	78856	78875	canth1886a	2	19
Tiina Katri meni sisään lupakirjaa näyttämään.	87295	87341	canth1886a	5	46
Tiina Katri otti heidät kiinni.	90825	90856	canth1886a	4	31
Tiina Katrin limppu juohtui mieleen.	21945	21981	canth1886a	4	36
Tirkistelee totisin ja pelokkain silmin.	542177	542217	lehtonen1910a	4	40
Todella, kasvoni olivat aivan tomun tahraamat.	274059	274105	jarnefelt1916a	5	46
Toinen alkoi suuttua hänen väkistelyihinsä.	260644	260687	lassila1910a	4	43
Toinen jalka jo tuntui niin omituiselle.	103046	103086	pakkala1895a	5	40
Toinen kahvipannu kuohahtaa pankolle, viimeisen kerran.	438760	438815	lehtonen1910a	5	55
Toinen koputus ovelle.	148708	148730	jarnefelt1913a	2	22
Toinen oli Iivari ja toinen Risto.	124975	125009	pakkala1895a	5	34
Toinen, solakka, lienee Ananias.	536309	536341	lehtonen1910a	3	32
Toinenkin omituisuus pisti ompelijan silmiin.	228058	228103	canth1886a	4	45
Toisenlaista virvoitusta ne nyt tahtoisivat.	781259	781303	lehtonen1910a	4	44
Toisessa päässä lampea ylenee maisema komeana.	625622	625668	lehtonen1910a	5	46
Toiset väittävät, että minä sillä koketeeraan.	155951	155997	jarnefelt1916a	5	46
Toisetkin innostuivat heti siihen.	70216	70250	pakkala1895a	3	34
Toisia he sivuuttivat, toisia tuli vastaan.	236970	237013	canth1886a	5	43
Toisilla oli oikeus puolellaan.	29135	29166	pakkala1895a	3	31
Toisille niistä se pyllistää.	547901	547930	lehtonen1910a	3	29
Toisin sanoen: säälin tunteesta.	129808	129840	jarnefelt1916a	3	32
Toisinaan oli taas paha.	116963	116987	pakkala1895a	3	24
Toista se on potatti.	207922	207943	lehtonen1910a	3	21
Toista se on tämä Kenonen.	262720	262746	lassila1910a	4	26
Topi ajaa.	400515	400525	lehtonen1910a	1	10
Topi ei voi naurultaankaan vastata.	667813	667848	lehtonen1910a	4	35
Topi huutaa Moksia saamaan särkiä.	640143	640177	lehtonen1910a	4	34
Topi juoksee pakoon.	645558	645578	lehtonen1910a	2	20
Topi kapuaa kuopan reunalle kuuntelemaan.	396876	396917	lehtonen1910a	4	41
Topi katselee isänsä kiskomista.	401196	401228	lehtonen1910a	3	32
Topi kiroaa hupaisesti ja lähtee.	698566	698599	lehtonen1910a	4	33
Topi kiroilee sorakielellään.	121388	121417	lehtonen1910a	2	29
Topi kuuntelee suu auki ja ihmettelee.	221856	221894	lehtonen1910a	5	38
Topi mutisee epäselvästi jotain.	614405	614437	lehtonen1910a	3	32
Topi naurahtaa, mutta ei vastaa.	665885	665917	lehtonen1910a	4	32
Topi naurahtelee kainostellen.	629895	629925	lehtonen1910a	2	30
Topi on olevinaan kana.	641970	641993	lehtonen1910a	3	23
Topi on sorakielinen.	76574	76595	lehtonen1910a	2	21
Topi siirtyy Malakiaksen luokse lauteiden portaille.	671682	671734	lehtonen1910a	5	52
Topi suuttuu.	233463	233476	lehtonen1910a	1	13
Topi tuo, Aapeli juo.	720174	720195	lehtonen1910a	3	21
Topi vilkaisee isäänsä.	198265	198288	lehtonen1910a	2	23
Topi, etkö sinä lähde?	519663	519685	lehtonen1910a	3	22
Topikin rähähtää.	561194	561211	lehtonen1910a	1	17
Topilla on isänsä karvahattu korvilla.	614318	614356	lehtonen1910a	4	38
Topilta sai hän rahaa, ystävältään.	654093	654128	lehtonen1910a	4	35
Topin aikaan mörötti täyden kuukautensa.	520106	520146	lehtonen1910a	4	40
Topin mäki oli korkeampi kuin muut.	10005	10040	pakkala1895a	5	35
Topin on näet haettava tuvalta lamppu.	696931	696969	lehtonen1910a	5	38
Topin poikien toimeenpanema.	8362	8390	pakkala1895a	2	28
Torilla sattui olemaan joukko poikia.	153475	153512	lassila1910a	4	37
Torui heitä kuitenkin ja varoitteli.	28265	28301	canth1886a	4	36
Tosissaan hän ainoastaan rakasti minua.	17145	17184	jarnefelt1913a	4	39
Totisesti olet jo aikamies.	139553	139580	jarnefelt1913a	3	27
Tottelen, herr Befallningsman.	100514	100544	jarnefelt1913a	2	30
Tuijotti vaan, kun näki huulien käyvän.	212899	212938	canth1886a	5	39
Tuiskussa taivalsi hän suuren järven ylitse.	654327	654371	lehtonen1910a	5	44
Tukka roikkuu nurmelle.	642958	642981	lehtonen1910a	2	23
Tukka törröttää pitkänä Topin päässä.	76815	76852	lehtonen1910a	4	37
Tule ruualle.	597139	597152	lehtonen1910a	1	13
Tule sinäkin pitämään meille seuraa.	101996	102032	canth1886a	4	36
Tule tänne, tästä sinä näet hänet.	101364	101398	jarnefelt1916a	5	34
Tule tänne.	231297	231308	lehtonen1910a	1	11
Tule, veikkonen, lauteille.	701629	701656	lehtonen1910a	2	27
Tulee kevät.	6076	6088	lehtonen1910a	1	12
Tulee takaa, juoksee.	377636	377657	lehtonen1910a	2	21
Tulee ulos, painaa oven jälkeensä kiinni.	131004	131045	jarnefelt1913a	5	41
Tulen ahjosta syöksyivät hirvittävät kipinäpilvet ilmoihin.	179376	179435	jarnefelt1916a	5	59
Tulethan sinä meille harjaisia viettämään?	156731	156773	jarnefelt1916a	4	42
Tulevat lähemmäksi Topia.	614292	614317	lehtonen1910a	2	25
Tuli istumaan joka ilta.	715134	715158	lehtonen1910a	3	24
Tuli on apu tähän tuskan päivään.	504443	504476	lehtonen1910a	5	33
Tuli siitä lähtöaika.	31349	31370	lassila1910a	2	21
Tuli vieraita seuraavana päivänä.	135033	135066	canth1886a	3	33
Tulin kerran vähän mustasukkaiseksi.	280561	280597	jarnefelt1916a	3	36
Tulin kotiin.	83288	83301	jarnefelt1913a	1	13
Tulin myöhään yhteen taloon.	212697	212725	lehtonen1910a	3	28
Tulin saliin ennen paroonia.	31987	32015	jarnefelt1916a	3	28
Tulinen höyry, korvakkaista ja korvattomista kupeista.	440326	440380	lehtonen1910a	5	54
Tulisi siitäkin silloin markka tahi pari.	42083	42124	lehtonen1910a	5	41
Tulkoon Mauno väkineen heti Putkinotkoon.	310484	310525	lehtonen1910a	4	41
Tulonne ilahuttaisi varmaan suuresti heitäkin.	208625	208671	jarnefelt1916a	4	46
Tunnelma vähän alakuloinen.	91074	91101	jarnefelt1916a	2	27
Tunnen suussani kuolainten ankaran käskevät nykähdykset.	125565	125621	jarnefelt1913a	5	56
Tunnit vierivät.	171632	171648	canth1886a	1	16
Tunnustaakseni epäilin.	103506	103529	jarnefelt1913a	1	23
Tunnustako Maria se oma lapseks?	111132	111164	jarnefelt1913a	4	32
Tunnustan.	111244	111254	jarnefelt1913a	0	10
Tunnustelkaa: hän jo kylmenee.	156684	156714	jarnefelt1913a	3	30
Tunsin kovasti punehtuvani pelkästä kiukusta.	230536	230581	jarnefelt1916a	4	45
Tunsin olevani yhtä luonnon kanssa.	33848	33883	jarnefelt1913a	4	35
Tunsivat sen muutkin, sen ukon.	750882	750913	lehtonen1910a	4	31
Tuntee kuin itsessään jokaisen jäsenen muodon.	10404	10450	kilpi1903a	5	46
Tunti vierähti ja ympärillä hiljeni kaikki.	132994	133037	canth1886a	5	43
Tuntui helpommalle.	31743	31762	pakkala1895a	1	19
Tuntui kaikki niin somalle.	116842	116869	pakkala1895a	3	27
Tuntui kauhealle kaikista.	85958	85984	pakkala1895a	2	26
Tuntui niin hauskalle.	121758	121780	pakkala1895a	2	22
Tuntui niin syntiselle koko päivä.	76912	76946	pakkala1895a	4	34
Tuntui vain kivistävän päätä.	60337	60366	lassila1910a	3	29
Tuntui viimein kylmäävän, silloin hän nousi.	132456	132500	canth1886a	5	44
Tuntuu terveemmältä.	630282	630302	lehtonen1910a	1	20
Tuo ei ole mikään syy.	151203	151225	jarnefelt1913a	4	22
Tuo Poikako ne lienee tuonut, hölmö?	420340	420376	lehtonen1910a	5	36
Tuo Saarakos alkaa Lyygiaa suututtaa.	603111	603148	lehtonen1910a	4	37
Tuo se juuri voi myydä huljutusta.	273502	273536	lehtonen1910a	5	34
Tuo tänne, Petu, se täkki.	46185	46211	canth1886a	4	26
Tuohon, jossa Maunon Sanelma istuu.	729555	729590	lehtonen1910a	4	35
Tuoli on kuin mustalaisen hevosen selkä.	330083	330123	lehtonen1910a	5	40
Tuolla kauempana oli hovin karjaa.	384411	384445	lehtonen1910a	4	34
Tuolla kuvasteleiksen tuttavallinen nuottakota veteen.	650035	650089	lehtonen1910a	4	54
Tuolla menee Ananias.	233586	233607	lehtonen1910a	2	21
Tuolla näkyy taloja.	253509	253529	lehtonen1910a	2	20
Tuolla on pieni lahti metsän aukossa.	45139	45176	lehtonen1910a	5	37
Tuolla on ulapalle vievä syvä laivareitti.	2751	2793	lehtonen1910a	5	42
Tuollahan se Juutas äsken kävi.	73648	73679	lehtonen1910a	4	31
Tuollainen.	450373	450384	lehtonen1910a	0	11
Tuollaiset kuin tämä Mauno.	778555	778582	lehtonen1910a	3	27
Tuollaisia koivuisia.	538438	538459	lehtonen1910a	1	21
Tuolta tulee Leja, läävältä.	421749	421777	lehtonen1910a	3	28
Tuon Sanelman levollisuus ärsyttää häntä.	462274	462315	lehtonen1910a	4	41
Tuonne alas läävälle se nuuskii.	14803	14835	lehtonen1910a	4	32
Tuonne pakenivat kauemmas nuo väijyävät henget.	61071	61118	canth1886a	5	47
Tuonne väistyy mökki mäenrinteineen lahden perukkaan.	180561	180614	lehtonen1910a	5	53
Tuossa on Putkinotkon lampi vuoren alla.	611729	611769	lehtonen1910a	5	40
Tuossa on rahaa takaisin.	280523	280548	lehtonen1910a	3	25
Tuossa rauniolla nousee pensaina horsmia, purppurassaan.	584043	584099	lehtonen1910a	5	56
Tuossa se koira nyt istuu, Mauno.	497111	497144	lehtonen1910a	5	33
Tuosta saatte.	199559	199573	lehtonen1910a	1	14
Tupakatkin nimittäin unohtuvat joskus hakkaamatta.	48651	48701	lehtonen1910a	4	50
Tupakkakukkaro ja tulitikut ovat poissa.	383317	383357	lehtonen1910a	4	40
Tupakkamaassa se on.	385219	385239	lehtonen1910a	2	20
Turha vaiva; ei tullut mitään.	22666	22696	canth1886a	4	30
Turhaan kehotettiin senkin jäljestä anteeksi pyytämään.	73730	73785	pakkala1895a	5	55
Turhaan koetti Maija Liisa viihdyttää.	196184	196222	lassila1910a	4	38
Turtiainen oli jo neuvoton.	220585	220612	lassila1910a	3	27
Turtiainen yritti taas vähän lieventää asiaa.	219571	219616	lassila1910a	5	45
Tuskan hiki nousi hänelle otsaan.	23867	23900	canth1886a	4	33
Tuskin kehottaa hän siihen isoa Sanelmaa.	643690	643731	lehtonen1910a	5	41
Tuskin Saara sai pakettinsa toistaiseksi piiloon.	595067	595116	lehtonen1910a	5	49
Tutkivat ojansa reunoja.	396639	396663	lehtonen1910a	2	24
Tuttavia naisia tuli Almaa katsomaan.	166695	166732	canth1886a	4	37
Tuttunsa olen.	753186	753200	lehtonen1910a	1	14
Tuulenpesässäköhän tuulet syntyvät?	174958	174993	lehtonen1910a	2	35
Tuuli humisee hiljaa, koivun ritvat suhisevat.	175657	175703	lehtonen1910a	5	46
Tuuliviiri häämöttää mustana.	664154	664183	lehtonen1910a	2	29
Tuvan avonaisen seinän vieritse hän kulkee.	200984	201027	lehtonen1910a	5	43
Tuvan pankko hehkui niitä punaisenaan.	641761	641799	lehtonen1910a	4	38
Tuvan portailla on matikka.	385524	385551	lehtonen1910a	3	27
Tuvassa hän örähtää, jotain epäselvää.	156261	156299	lehtonen1910a	4	38
Tuvassa makaa mummo permannolla, oikoo kupeitaan.	385578	385627	lehtonen1910a	5	49
Tuvassa on hiljaista.	197912	197933	lehtonen1910a	2	21
Tuvasta se tuli ulos.	204348	204369	lehtonen1910a	3	21
Työ kävi Martin oman suunnitelman mukaan.	248849	248890	jarnefelt1916a	5	41
Työpuuskan tullessa möyrii Käkriäinen pellolla pyhänäkin.	105280	105337	lehtonen1910a	5	57
Tytöt eivät päässeet lähellekään.	50766	50799	pakkala1895a	3	33
Tytöt istuvat rotakollan perälaudalla.	233608	233646	lehtonen1910a	3	38
Tytöt katselivat Ullaa kysyvästi.	83805	83838	pakkala1895a	3	33
Tytöt olivat huutaen lähteneet hyppyyn.	66762	66801	pakkala1895a	4	39
Tytöt olivat näytelleet ne moneenkin kertaan.	637	682	pakkala1895a	5	45
Tytöt rupesivat itkemään.	99983	100008	pakkala1895a	2	25
Tytöt tulivat virkeiksi, hyppivät ja iloitsivat.	94619	94667	pakkala1895a	5	48
Tytöt yhtyivät ihan haltioihinsa.	2496	2529	pakkala1895a	3	33
Tyynen vasen käsi on Antonin kaulassa.	119189	119227	jarnefelt1913a	5	38
Tyyni ja Anton tulevat oikealta.	119156	119188	jarnefelt1913a	4	32
Tyyni vesi kuvastelee saaria.	45177	45206	lehtonen1910a	3	29
Uikuttaen se juoksee Topin haarojen väliin.	541464	541507	lehtonen1910a	5	43
Uivat.	284115	284121	lehtonen1910a	0	6
Ukko Hyvärinen väänsi lehmien kytkytvitsoja.	175888	175932	lassila1910a	4	44
Ukkosen huurua se lienee.	389883	389908	lehtonen1910a	3	25
Ulapalla käy tuskin hienoja väreitä.	390148	390184	lehtonen1910a	4	36
Ulapan ylitse kaareutuu illan punertava taivas.	650338	650385	lehtonen1910a	5	47
Ulappa muuttuu vähitellen omituisesti punansinertäväksi.	610792	610848	lehtonen1910a	4	56
Ulla epäröi.	96260	96272	pakkala1895a	1	12
Ulla ihan vavahti.	88267	88285	pakkala1895a	2	18
Ulla joutui hämilleen.	86588	86610	pakkala1895a	2	22
Ulla kulki vielä edelleen.	94127	94153	pakkala1895a	3	26
Ulla lähti päättävästi liikkeelle.	90876	90910	pakkala1895a	3	34
Ulla lappoi kaikki helmaansa.	87566	87595	pakkala1895a	3	29
Ulla oli tyyni ja rauhoitti heitä.	90467	90501	pakkala1895a	5	34
Ulla oli vähän aikaa epäröivän näköinen.	85531	85571	pakkala1895a	5	40
Ulla sai sanotuksi ainoastaan: jalka.	103166	103203	pakkala1895a	4	37
Ulla säikähti.	95455	95469	pakkala1895a	1	14
Ulla seisoi ja vapisi.	95877	95899	pakkala1895a	3	22
Ulla sylkäisi kämmenelleen, uudisti koko konstinsa.	90974	91025	pakkala1895a	5	51
Ulla tunkeutui toisten keskelle, heidän turviinsa.	99164	99214	pakkala1895a	5	50
Ulla vai kytrötti liikkumatta.	99614	99644	pakkala1895a	3	30
Ulla vakuutti.	91353	91367	pakkala1895a	1	14
Ullalle he lupasivat kukin yhden mitallisen.	92986	93030	pakkala1895a	5	44
Ullasta tuntui aivan kuin hän pakahtuisi.	102945	102986	pakkala1895a	5	41
Ulos ryntäsi matalajalkainen Hurja.	417686	417721	lehtonen1910a	3	35
Umpimähkään porhalsivat miehet taas eteenpäin.	152896	152942	lassila1910a	4	46
Unettomuuden tähden varmaan; täytyi päästä levolle.	31395	31446	canth1886a	5	51
Uni kammoitti häntä vieläkin.	230690	230719	canth1886a	3	29
Unta se raukka tarvitsee.	117880	117905	jarnefelt1913a	3	25
Upota kuin kaivoon.	472288	472307	lehtonen1910a	2	19
Uskaltaisiko mennä koettamaan?	22067	22097	canth1886a	2	30
Uskaltaisikohan mummo edes liikahtaa?	388488	388525	lehtonen1910a	3	37
Uskoivatpas varmaankin.	795317	795340	lehtonen1910a	1	23
Uteliaisuuteni heräsi.	13335	13357	jarnefelt1916a	1	22
Uudelleen hän pujoi nyrkkiään Petulle.	12199	12237	canth1886a	4	38
Uudestaan hän on vaiti.	147733	147756	lehtonen1910a	3	23
Va't sii', Poikaa.	679800	679818	lehtonen1910a	2	18
Vaaleanpunainen satiinipusero.	131705	131735	lehtonen1910a	1	30
Vaan hän ei tullut.	132247	132266	canth1886a	3	19
Vaan rötkötti.	595638	595652	lehtonen1910a	1	14
Vääryydeltä näytti kuolemani.	41696	41725	jarnefelt1913a	2	29
Vaatisikohan se taas tilille?	707797	707826	lehtonen1910a	3	29
Vaatteet olivat märät, kengät kurassa.	200680	200718	lassila1910a	4	38
Vähäistä kolinaa, niinkuin kyökkitoimissa oltaessa.	154925	154976	jarnefelt1913a	4	51
Vähän ajan kuluttua tömisee piha.	554779	554812	lehtonen1910a	4	33
Vähitellen ihmiset menivät mikä minnekin.	419758	419799	lehtonen1910a	4	41
Vai ei.	248503	248510	lehtonen1910a	1	7
Vai eikö Muttinen, vanha mies, saane?	556533	556570	lehtonen1910a	5	37
Vai et.	515045	515052	lehtonen1910a	1	7
Vai heinäsirkkoja ja metsähunajaa?	531519	531553	lehtonen1910a	3	34
Vai hiirenhäntiäkö?	531554	531573	lehtonen1910a	1	19
Vai itse metsänkukko?	172149	172170	lehtonen1910a	2	21
Vai jäniksen vettä?	280173	280192	lehtonen1910a	2	19
Vai kipsjaakoppiako?	280097	280117	lehtonen1910a	1	20
Vai kuinka minun pitäisi ajatella Jöijeä?	250638	250679	jarnefelt1916a	5	41
Vai lepäämistäkö on kauniina oleminen?	34112	34150	kilpi1903a	4	38
Vai mitä, Pertta?	569871	569888	lehtonen1910a	2	17
Vai oliko jo kaikki raunioina?	178460	178490	jarnefelt1916a	4	30
Vai onko ollenkaan elämää?	96760	96786	kilpi1903a	3	26
Vai paiskataanko karierijäärnestiä?	280050	280085	lehtonen1910a	2	35
Vai Putkinotkon jumala nykyään?	349844	349875	lehtonen1910a	3	31
Vai toi se Sinikanteleen vaimo lehmäänsä.	424905	424946	lehtonen1910a	5	41
Vai vatsa mummolla kipeä?	279994	280019	lehtonen1910a	3	25
Vaikea on hänen selviytyä paksussa raamatussa.	76637	76683	jarnefelt1913a	5	46
Vaikea on sanoin kuvata Kaisan hämmästystä.	223630	223673	lassila1910a	5	43
Vaikka ei voittaisikaan.	11792	11816	pakkala1895a	2	24
Vaikka kysyisitte.	623333	623351	lehtonen1910a	1	18
Vaikka Muttisen rouva lähetti sanikoillesi vaatteitakin.	496027	496083	lehtonen1910a	5	56
Vaikka on lähes aikaihminen.	55887	55915	lehtonen1910a	3	28
Vaikka Sinikanteleen akkakin oli varottanut.	429420	429464	lehtonen1910a	4	44
Vaikkei ole takapäässä kuin kynäntynkiä.	40092	40132	lehtonen1910a	4	40
Vaikkei tuon vävyn tähden tarvitsisikaan.	74964	75005	lehtonen1910a	4	41
Vaimo parat olivat yhä tulitikkujen puutteessa.	191107	191154	lassila1910a	5	47
Vaimot taukosivat työstään ja kuuntelivat.	97743	97785	canth1886a	4	42
Vain haudepata kodassa porisee.	674914	674945	lehtonen1910a	3	31
Vain ketut etäällä äännähtelevät.	6020	6053	lehtonen1910a	3	33
Vain linnut veisaavat lehdossa.	45047	45078	lehtonen1910a	3	31
Vain lisää lapsia heillä.	768138	768163	lehtonen1910a	3	25
Vain neuvo tuollaisille tuttaville.	778768	778803	lehtonen1910a	3	35
Vain tuokion oli päivällä heikkoa tuulta.	610730	610771	lehtonen1910a	5	41
Vaipan helmakulmat jo erottuvat.	131140	131172	jarnefelt1913a	3	32
Vaivoin eroittaa Rosinakaan sitä puhelua.	490898	490939	lehtonen1910a	4	41
Vaivoin pääsee siitä henki.	272514	272541	lehtonen1910a	3	27
Vaivoin sai pidätetyksi.	115562	115586	pakkala1895a	2	24
Väkisinkin siinä alkoi kiukuttaa.	203363	203396	lassila1910a	3	33
Valako?	172917	172924	jarnefelt1916a	0	7
Valehtelet.	622394	622405	lehtonen1910a	0	11
Välikössä puuhailee Leja lehmäntuojan kanssa.	391441	391486	lehtonen1910a	4	45
Välillä puhuttiin Kämäräisen lehmästä.	82717	82755	lassila1910a	3	38
Välistä se vain hiljaa röhkäisee.	43068	43101	lehtonen1910a	4	33
Väliverho.	159888	159898	jarnefelt1913a	0	10
